created,modified,uuid,title,plot,creation_date,certificate,file_path,rating,type,is_removed
"2020-01-01 13:30:00+00","2020-02-14 11:45:58+00","8127cef0-ddcf-4c4e-91dd-14959d0634de","The Star","In Sony Pictures Animation's THE STAR, a small but brave donkey named Bo yearns for a life beyond his daily grind at the village mill. One day he finds the courage to break free, and finally goes on the adventure of his dreams. On his journey, he teams up with Ruth, a lovable sheep who has lost her flock and Dave, a dove with lofty aspirations. Along with three wisecracking camels and some eccentric stable animals, Bo and his new friends follow the Star and become accidental heroes in the greatest story ever told - the first Christmas.","2013-10-21",,,"6.2","film","false"
"2020-01-01 13:30:00+00","2020-01-20 20:49:11+00","6ae4ad6b-55a2-4220-92e5-da79389b3407","Fist of the North Star","After a nuclear holocaust tears the world apart, mankind is forced to the harshness of not only the oppression of others who are much more powerful, but the dead earth which seems to be getting worse with every passing moment. But a savior has risen from the ashes, a man who will defeat those who would torment the weak and make the world a livable place once more. A man named Kenshiro.....","2005-11-30",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-03-07 23:08:42+00","d25626ca-623b-4a26-848c-dcbe6f56f80f","Star Wreck: In the Pirkinning","The future looks bleak for Captain Pirk. Originally from the far future, he traveled back to save the world, but was shipwrecked on the 21st century. The world of the past is a dangerous place and he is finding it difficult to convince the ladies he is, in fact, an intergalactic space hero from the future. To make things right Pirk comes up with a questionable plan to save mankind's future...","2018-11-28",,,"6.6","film","false"
"2020-01-01 13:30:00+00","2020-04-26 01:08:23+00","63215fa4-b379-4232-afb5-4c1b31c37a9b","Star 80","Paul Snider is a narcissistic, small time hustler who fancies himself a ladies man. His life changes when he meets Dorothy Stratten working behind the counter of a Dairy Queen. Dorothy is a pretty but naive high school senior. Paul immediately falls for Dorothy, who sees in Paul a wise, worldly person unlike herself. Paul believes Dorothy is Playboy material, the magazine he sees as only a springboard to bigger and better things. Paul's dream does become a reality: not only does Dorothy eventually marry him, she becomes the August 1979 Playboy Playmate and ultimately Playboy Playmate of 1979, which does indeed lead to the start of an acting career. As Dorothy's star rises, Paul's life is one of a hanger-on as those in Dorothy's new circle, including Playboy publisher Hugh M. Hefner and movie director Aram Nicholas, don't much like Paul. Paul is unable to eke out a life of his own without using Dorothy's name, which she increasingly is reluctant to provide to her husband. Those that know the couple know their relationship cannot continue as is, and it's only a matter of how it will change or end is the question.","2017-12-14",,,"6.7","film","false"
"2020-01-01 13:30:00+00","2020-03-24 19:40:51+00","d04ddafa-690e-4cd7-a60c-bce881a2ee7a","Star Wars: Knights of the Old Republic","Four thousand years before the fall of the Republic, before the fall of the Jedi, a great war was fought, between the armies of the Sith and the forces of the Republic. A warrior is chosen to rescue a Jedi with a power important to the cause of the Republic, but in the end, will the warrior fight for the Light Side of the Force, or succumb to the Darkness?","2009-09-23",,,"9.6","film","false"
"2020-01-01 13:30:00+00","2020-05-31 00:49:08+00","9d270555-8079-47f6-b679-34c7e1eb63b6","The Star Maker","'Dottore' Joe Moretti travels round Sicily doing screen tests for the big Roman studios. He's a conman and takes money or favours for his efforts. Beata, a young illiterate convent girl desperately wants to change her life and falls for him, belatedly he realises his feelings for her. Their love affair is doomed when he's arrested.","1980-05-16",,,"7.4","film","false"
"2020-01-01 13:30:00+00","2020-03-23 22:09:17+00","633cfabe-be59-46dd-bb04-98c8d88e6334","The Sun Is Also a Star","A hopeless romantic ambivalent about his future in medical school falls for a hard-luck young woman who doesn't believe in love.","2011-04-24",,,"5.8","film","false"
"2020-01-01 13:30:00+00","2020-05-12 07:17:29+00","46b0801c-dbaf-4449-9293-6ace7e52a3de","The Tin Star","Veteran bounty-hunter Morg Hickman rides into a town in danger. The sheriff has been killed, and young inexperienced Ben Owens named a temporary replacement until a permanent can be found. Ben wants to be that permanent replacement, so needs to impress the townspeople with his skill. When he finds that Morg was a sheriff for a long time before he became a bounty-hunter, he asks the older man to teach him. Morg thinks that being a sheriff is a foolish goal, but agrees to instruct Ben in handling people, more important to a sheriff than handling a gun.","2019-12-15",,,"7.4","film","false"
"2020-01-01 13:30:00+00","2020-10-17 21:38:50+00","3e530cff-0081-47e3-89d0-f39bf6c221bc","Robot Chicken: Star Wars Episode II","The second of three Star Wars themed Robot Chicken parodies.","1989-12-20",,,"8.1","film","false"
"2020-01-01 13:30:00+00","2020-03-18 12:25:09+00","3201427c-b71e-41ac-a017-5ec8b2c7d262","Star Wars: The Force Unleashed","Darth Vader's secret apprentice, codenamed Starkiller, is trained in the Dark Side to defeat the enemies of the Empire, but must find his own path when his master betrays him.","1997-12-11",,,"8.2","film","false"
"2020-01-01 13:30:00+00","2020-12-29 16:53:44+00","22511e78-f578-4fd1-b2b6-e49955a9c319","Fullmetal Alchemist: The Sacred Star of Milos","In the lost holy land of Milos, the Elrics search for the truth behind an unknown form of alchemy. What secrets are hidden in Milos? Riddles must be solved and dangers faced before the truth can be found.","1980-06-17",,,"7","film","false"
"2020-01-01 13:30:00+00","2020-03-31 07:31:27+00","a87de2d3-1d61-496f-b4f3-cbeca531551a","Star Wars: Battlefront II","You play as a member of the Clone 501st Legion, the most elite clone trooper attack group, also known as Vader's Fist, and led by Anakin Skywalker/Darth Vader, over the course of the start, the middle, and the end of the Clone Wars, Operation Knightfall, and the key battles of the Galactic Civil War.","2014-01-06",,,"8.8","film","false"
"2020-01-01 13:30:00+00","2020-05-02 09:46:10+00","0469c273-f8d8-4729-beaf-fbff721770df","Robot Chicken: Star Wars III","The Emmy Award-winning Robot Chicken returns with its third send-up of the Star Wars universe! In this all-new hour-long special, four very different characters -- Emperor Palpatine, Darth Vader, Boba Fett and Gary the Stormtrooper -- reveal untold stories that weave and interconnect throughout all six Star Wars films! Set phasers to 'fun'! Oh wait, that's the wrong franchise.","1985-06-06",,,"8.1","film","false"
"2020-01-01 13:30:00+00","2020-05-15 01:29:29+00","9f2e226f-28a8-4dc6-8773-db67c223cf28","9-1-1: Lone Star","A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems.","1997-09-01",,,"6.3","film","false"
"2020-01-01 13:30:00+00","2020-07-23 16:18:00+00","58742e29-aa45-4e7b-a80b-6c81dc7acbee","The Evening Star","Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious granddaughter, and another grandson living just above the poverty line.","1994-12-20",,,"5.9","film","false"
"2020-01-01 13:30:00+00","2020-11-12 08:11:01+00","7bf0d803-b00d-4287-8791-e7f3384c3361","Buzz Lightyear of Star Command: The Adventure Begins","After a successful mission in which his partner, Warp Darkmatter, fell in battle, Buzz Lightyear vows never to put another partner at risk and works solo. This vow, however is challenged by Star Command who assigns young Mira Nova to be Warp's replacement over Buzz's objections. In addition, the LGMs suggest he tries a new robot for an assistant while a lowly janitor, Booster, has his dreams of joining the Space Rangers. Together, this group of disparate heroes find they must work together to save the galaxy when Emporer Zurg hatches his grandest scheme for conquest yet.","1998-03-20",,,"6.2","film","false"
"2020-01-01 13:30:00+00","2020-05-21 08:04:34+00","e0718e9e-367f-45c5-bd6c-7ddd8a382713","Empire of Dreams: The Story of the 'Star Wars' Trilogy","This documentary chronicles the making of the original Star Wars trilogy from start to finish. We get some background on George Lucas' start in the business and then continue with the making of Star Wars (1977), Star Wars: Episode V - The Empire Strikes Back (1980) and Star Wars: Episode VI - Return of the Jedi (1983). The visual/special effects and financial problems are explained as well as casting, editing, scoring and releasing the films with tons of archival footage and interviews with plenty of cast & crew members.","2014-08-20",,,"8.3","film","false"
"2020-01-01 13:30:00+00","2020-12-17 06:48:41+00","6f502647-8688-473c-a433-9fd0d0c51629","Star","A trio of women form a musical group in Atlanta.","1999-05-15",,,"6.6","film","false"
"2020-01-01 13:30:00+00","2020-01-11 15:41:53+00","4a9c594b-193a-4d07-9dcb-5a26d9aca4e9","Star Wars Jedi: Fallen Order","Set shortly after Revenge of the Sith, the player takes on the role of a Jedi padawan being hunted by the Empire after Order 66.","2010-04-03",,,"8.8","film","false"
"2020-01-01 13:30:00+00","2020-08-29 08:06:39+00","79c5ca6d-a502-4ad3-9f28-89f9dad630df","Star Wars Resistance","Kazuda Xiono, a young pilot for the Resistance, is tasked with a top secret mission to investigate the First Order, a growing threat in the galaxy.","2014-02-15",,,"4.9","film","false"
"2020-01-01 13:30:00+00","2020-04-13 17:30:46+00","a5009239-6fef-4358-abff-26a325e77cb9","Star Knight","When a dazzling craft illuminates the sky above a medieval European village, the townspeople fear mayhem while the ruling party prepares for battle with the mysterious 'dragon in the sky.' After Princess Alba is discovered missing, the quest for power and the young girl's affections drive Klever to free her from the strange cosmic knight. But is that her desire? Worldly boundaries are crossed in this gothic sci-fi tale of power, greed and the universal language of love.","1982-05-04",,,"4.1","film","false"
"2020-01-01 13:30:00+00","2020-02-25 05:42:47+00","e2fb1339-18bd-4957-9b46-e091f358875f","Star Trek: Renegades","When a seemingly unstoppable new enemy threatens the very existence of the Earth, Admiral Pavel Chekov (Walter Koenig) is forced to work outside the boundaries of Starfleet's rules to combat this deadly new foe. When planet after planet winks out of existence, yet Starfleet refuses to act, Chekov turns to Commander Tuvok (Tim Russ, who also directs), the new head of Starfleet's covert operations division, Section 31. Together, they assemble a new elite strike-force, consisting of rogues, outcasts and criminals, led by the fearless yet haunted Lexxa Singh (Adrienne Wilkinson). The Renegades' mission is simple: take on an army and stop their leader, Borrada (Bruce Young), from destroying the Earth. Outnumbered and out-gunned, the ragtag crew is in an adrenaline-pumping race against time and space. But they soon find their foes are the least of their concerns: the real trouble may be coming from within!","2010-08-31",,,"4.9","film","false"
"2020-01-01 13:30:00+00","2020-11-05 07:45:41+00","851ad6bd-8fc4-46f0-91fc-ba7eec42cc4d","Star Wars: Knights of the Old Republic II - The Sith Lords","Five years after the defeat of Darth Malak, the Sith Lords have nearly destroyed the Jedi Order. An exiled Jedi has returned only to find the galaxy in shambles, and must decide whether to follow the path of the Dark Side and participate in the destruction of the Jedi Order or the Light Side and restore the Jedis to glory.","1993-01-23",,,"8.9","film","false"
"2020-01-01 13:30:00+00","2020-07-05 13:20:53+00","203f8432-930b-4b83-8836-cdc02ae0fefc","Outlaw Star","Gene Starwind dreams of a life as an Outlaw, and fate smiles on him as he seems to suddenly wind up with a great job. But things go awry, and he finds himself the new owner of the fastest, most technologically advanced space ship in the galaxy. Unfortunately, it's stolen and the owners want it back Along with his partner Jim and the lovely Melfina, Gene must fight his way across the galaxy battling pirates, aliens and assassins as he attempts to discover the secrets of the Outlaw star.","2000-01-10",,,"7.9","film","false"
"2020-01-01 13:30:00+00","2020-11-17 22:22:49+00","b6a44d38-62a1-47a3-b2c7-d15368e69bd0","The Star","Middle-aged Oscar winning actress Margaret Elliot - Maggie to those that know her - is a Hollywood has-been. Her life is in shambles. She clings to the hope of resurrecting her past movie stardom as a leading ingénue. No one will hire her, she's penniless with creditors selling off anything that she owns that is of monetary value, and she has no one to turn to that can see her through financially. She has in the past supported her sister and brother-in-law, who still want to use her as their meal ticket. Divorced from her actor husband, she shares joint custody of their teen-aged daughter Gretchen, from who Maggie tries to hide her problems. When it looks as if Maggie has hit rock bottom, Jim Johannsen re-enters her life. Jim, who once had the stage name Barry Lester, got his big break in Hollywood movies by Maggie. He came to the quick realization that he was neither good as an actor or that he wanted to do it as a profession. He now works as a boat parts supplier and mechanic. Jim tries to help her come to the realization of the stage of life that she is in to help her reinvent herself. But Maggie wants to regain her star status on her own terms, and does whatever she needs to for that great ingénue role that has eluded her for so many years.","2005-11-25",,,"7","film","false"
"2020-01-01 13:30:00+00","2020-06-15 11:33:14+00","e69583b4-1b28-490b-9b36-24ec25aedfc1","The Last Movie Star","An aging former movie star is forced to face the reality that his glory days are behind him. On its surface, the film is a tale about faded fame. At its core, it's a universal story about growing old.","1993-08-10",,,"6.9","film","false"
"2020-01-01 13:30:00+00","2020-02-09 23:41:55+00","c2d61f8c-c516-40a6-ae87-8eb07629274e","Fist of the North Star","Based on a graphic novel, this apocalyptic adventure centers on a man who must reverse the cataclysmic conditions of his world.","1990-05-08",,,"3.9","film","false"
"2020-01-01 13:30:00+00","2020-11-29 08:46:09+00","000f2666-b3d1-4c92-a6ac-ca4ba9411c50","Flaming Star","West Texas in the years after the Civil War is an uneasy meeting ground of two cultures, one white. The other native American. Elvis portrays Pacer Burton. The son of a white rancher (John McIntire) and his beautiful Kiowa Indian wife (Dolores DelRio). When fighting breaks out between the settlers and natives, Pacer tries to act as a peace maker, but the 'flaming star of death' pulls him irrevocably into the deadly violence.","1986-06-29",,,"6.5","film","false"
"2020-01-01 13:30:00+00","2020-03-16 14:23:45+00","e223383c-0ee9-40f0-a43a-eb3d0b46210d","Star Wars: The Force Unleashed II","A clone of Starkiller is created by Darth Vader, but, after he escapes his master's grasp, he travels across the galaxy to discover who, or what, he really is.","1987-12-20",,,"7.1","film","false"
"2020-01-01 13:30:00+00","2020-09-27 16:27:00+00","634a3588-4c70-4124-8c39-40c227929040","Man Without a Star","Dempsey Rae, a cowboy with no clear aim in life, winds up working on a spread with a hard lady owner just arrived from the East. She needs a tough new top hand and uses all her means of persuasion to get Rae to take the job. But he doesn't like the way the other settlers are getting treated and starts to side with them, despite their introduction of the barbed wire he loathes.","2008-09-18",,,"6.9","film","false"
"2020-01-01 13:30:00+00","2020-03-11 06:28:06+00","7dcb1121-68da-4285-9281-18c980a21153","Lone Star State of Mind","Earl is engaged to his step-sister Baby. Baby has entrusted him to take care of her misfit cousin Junior. Baby is also intent on leaving Texas for LA on Tuesday. When Junior and his recently released ex-con friend Tinker rob a pizza delivery boy and end up with $20,000 of drug money Earl is forced onto the scene, giving up his and Baby's LA money to save Juniors limbs.","2007-11-09",,,"6.1","film","false"
"2020-01-01 13:30:00+00","2020-02-15 14:07:21+00","fa775615-2c87-43ab-8d3c-d093da35c8b5","Buzz Lightyear of Star Command","The further (animated) adventures of Buzz Lightyear of 'Toy Story' and 'Toy Story 2.' Buzz, along with fellow Star Command Rangers Mira Nova, Booster, and XR, fight to keep the universe safe from the evil clutches of Emperor Zurg and his henchman, Warp Darkmatter.","1989-02-09",,,"6.7","film","false"
"2020-01-01 13:30:00+00","2020-07-03 12:21:30+00","178084e6-d5ab-40f8-8970-c5f2925a3186","Fist of the North Star","In the year 199X, human civilization has been all but destroyed by a nuclear holocaust. In an age where the strong rule over the weak, the survivors of the fallout struggle over the remaining supply food and water left. Kenshiro, successor to an ancient, deadly martial art known as Hokuto Shinken (Fist of the North Star), wanders the wasteland with seven scars in the shape of the Big Dipper on his chest. This infamous style uses the body's hidden 708 pressure points to destroy opponents from within and allows practitioners to unleash 100% of their humanly strength. Accompanied by a young thief and an orphan girl, this messiah brings justice to this lawless world with the strongest fist in the world.","2017-09-14",,,"8.3","film","false"
"2020-01-01 13:30:00+00","2020-01-19 19:25:28+00","f093dc68-999e-43d1-bf37-e67b1709ce17","Star Kid","Shy seventh-grader Spencer Griffith's life changes when a meteor falls into a local junkyard and he finds a Cybersuit - an exoskeleton with AI from another galaxy. Spencer puts on the Cybersuit and becomes a different kind of person.","2001-04-21",,,"5.3","film","false"
"2020-01-01 13:30:00+00","2020-11-05 12:16:24+00","b9eabd54-3b2e-48ae-863a-7cfe30af323b","Star Trek: Of Gods and Men","It is the year 2306. Thirteen years have passed since Captain James T. Kirk was swept away by the Nexus, after saving the crew of the Enterprise-B. The remaining crew members of the original USS Enterprise have gone their separate ways. Captain Nyota Uhura and Captain Pavel Chekov, along with Captain John Harriman of the Enterprise-B, come together for a special dedication in honor of Kirk's Enterprise. Their reunion is cut short when they receive a distress call from a mysterious planet, that presses the three friends to embark on a mission that will change their lives forever.","1994-11-27",,,"6.1","film","false"
"2020-01-01 13:30:00+00","2020-05-19 18:16:32+00","1f069a7e-c41f-4685-89cf-fea5e5b253b1","Star Trek Continues","The USS Enterprise's historic five-year mission continues with all new episodes of the original series. 'Star Trek: Continues', a new Trek series, beams down with exciting adventures of the Federation's most heroic crew led by Captain James T. Kirk. The lighting and color of the highly accurate sets accentuate the equally detailed props and costumes, matching the original series that ran from 1966-69! With acting and stories that also replicate the original series, the adventures are sure to dazzle even the most die hard Trek fans. Witness now the untold morality plays that explore the final frontier and more importantly... the human condition. Fans of the original series will especially enjoy the pilot episode as a familiar guest star from the original series reprises his role in a sequel entitled 'Pilgrim of Eternity'.","1999-12-19",,,"8","film","false"
"2020-01-01 13:30:00+00","2020-04-22 00:32:43+00","ea2d9677-d782-4bf2-b990-354608ab783b","Porn Star: The Legend of Ron Jeremy","Porn Star: The Legend of Ron Jeremy offers audiences a penetrating look inside the world of Ron Jeremy, America's most unlikely sex star and hero to millions. With nearly 25 years in the adult film industry and over 1,600 films to his credit, Ron Jeremy is huge. In his world, Ron reigns supreme-he's made millions of dollars and slept with thousands of beautiful women, and is indisputably the industry's biggest star. And everyone who's anyone knows Ron-a pop icon to millions, he is a beacon of hope for many American male, since he stands as living proof that pretty much anyone can get some. So how did such a classically unhandsome, big and hairy guy ever get to be such a super stud? In one of the most fascinating and entertaining comedies of the last year, audiences finally get a chance to get inside the life and times of Ron Jeremy, and find out what's really behind the hardest working man in show business.","2018-02-22",,,"6.3","film","false"
"2020-01-01 13:30:00+00","2020-03-20 03:59:18+00","200e8182-7217-49fe-9656-1272117d231f","A Five Star Life","Forty-something Irene had a dream job that made her life easy: she was indeed a luxury hotel inspector and her work got carried out in a wonderful ever-renewed setting, from Paris to Gstaad to Berlin to Morocco to China... But does a dream job necessarily mean a dream life? Irene tried not to ask herself the question too openly. Yes she was single but she had manged to remain on good terms with Andrea, her former life companion. For sure she was childless but she occasionally took care of her two little nieces. And it was such fun to play the mystery guest in those magnificent hotels... Things could have gone on that way hadn't one day Irene met Kate Sherman...","2008-12-14",,,"6.3","film","false"
"2020-01-01 13:30:00+00","2020-11-11 06:54:29+00","27f631d4-b3fa-4bfd-9954-316ac882eb1a","Star Wars: Battlefront","Battlefront is a multiplayer online first-person shooter which allows players to choose from a variety of armies (Stormtroopers, Rebel pilots, AT-AT commanders, Republic Guards) and crafts (X-wings, snowspeeders and AT-STs) from the epic film series. Team up or fight head-to-head on any of ten planets. ESRB Rating: RP","1997-03-21",,,"8.4","film","false"
"2020-01-01 13:30:00+00","2020-10-24 11:36:52+00","8f6d3c10-7a61-4300-9b70-465e230a5984","Instant Star","Based on a song she wrote and performed, a young girl wins a national contest for a recording contract. Now she must balance the life of a normal teenager with that of a rising star in the music industry.","1990-09-26",,,"7.4","film","false"
"2020-01-01 13:30:00+00","2020-06-07 00:58:05+00","0ba64802-e67d-4078-b00a-983ead459c3b","The Star","The film is based on the eponymous book by Emmanuil Kazakevich. In the summer of 1944 the Nazi Armies prepare a massive Tank Division named 'Viking' for the offensive on occupied Russian land. The Russian Army's special group of seven snipers named 'Zvezda' is sent for a reconnaissance operation behind the enemy lines in the back of the Nazi Tank Division. Two previous Russian groups never came back. The seven Russians know that they are going to an almost certain Death for the sake of Victory.","2015-08-04",,,"7.1","film","false"
"2020-01-01 13:30:00+00","2020-07-18 02:31:03+00","6f886885-0af0-4a70-8502-ec2cd3d5fa93","Saber Rider and the Star Sheriffs","In the distant future, a team of four high tech Star Sheriffs defends frontier space colony Yuma from outlaws, as well as Outriders, an army of humanoid alien beings called Vapors, led by mysterious Nemesis, who need Yuma's resources.","1997-03-11",,,"8.4","film","false"
"2020-01-01 13:30:00+00","2020-08-27 02:27:04+00","3fb390f6-bc65-4658-b1b8-c1d0a8bf5719","The Cloud-Capped Star","'Meghe Dhaka Tara' tells the tragic story of the beautiful daughter of a middle-class refugee family from East Pakistan, living in the outskirts of Calcutta under modest circumstances. Neeta sacrifices everything for her family, including her personal happiness, her money, and her health, while her achievements are hardly ever recognized by the people around her.","2015-03-16",,,"7.9","film","false"
"2020-01-01 13:30:00+00","2020-05-11 23:14:21+00","1c6f6e21-0dc8-4d47-97b4-be791b572dd7","Star Wars: Battlefront","Join the battle and play an important part in the Star Wars Galaxy. Lead the battle as you fight against the powerful empire in hope to regain freedom for the Galaxy.","1991-11-08",,,"7.1","film","false"
"2020-01-01 13:30:00+00","2020-12-05 08:19:03+00","714f2115-5c29-4c14-abe7-44fb14b18f77","Star Wars: Jedi Knight II - Jedi Outcast","You guide mercenary Kyle Katarn, who must stop the evil plot of a renegade Jedi by relearning his skills as a Jedi Knight.","1989-10-04",,,"8.6","film","false"
"2020-01-01 13:30:00+00","2020-08-14 04:09:01+00","93dc45de-8ac7-4ac3-8084-8d70422c9d1c","Star!","Film based on life of actress Gertrude Lawrence, on- and offstage, takes the opportunity to feature extravagant musical production numbers with 'Julie Andrews' , acting, singing and dancing.","2020-05-30",,,"6.6","film","false"
"2020-01-01 13:30:00+00","2020-10-14 17:33:19+00","2b791092-11f7-4249-8979-1e30ab3e4045","Lucky Star","Having fun in school, doing homework together, cooking and eating, playing video games, watching anime. All those little things make up the daily life of the anime-and chocolate-loving-Izumi Konata and her friends. Sometimes relaxing but more than often simply funny.","1995-04-06",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-02-12 09:28:49+00","0de821ad-6ffd-4ebe-aeb3-0fe51848761f","Star Wars: The Old Republic","Set long before the Star Wars films, the Sith Empire returns to the galaxy to begin a war with the Galactic Republic. After some brutal battles, both sides stop fighting each other, but the peace is broken and the Empire and the Republic are soon at war again.","1994-05-21",,,"8.7","film","false"
"2020-01-01 13:30:00+00","2020-10-10 13:30:41+00","abada5ef-2c33-4384-ab69-66da973cb7e1","Still Star-Crossed","A period drama that picks up where the famous story of Romeo and Juliet leaves off, charting the treachery, palace intrigue, and ill-fated romances of the Montagues and Capulets in the wake of the young lovers' tragic fate. Based on the book by Melinda Taub.","1984-09-14",,,"5.5","film","false"
"2020-01-01 13:30:00+00","2020-03-19 07:11:23+00","8d45d89f-982c-4489-a98c-cad9dade0504","Star Wars: Revelations","Seers once shaped the path of the Jedi Order. But their visions grew unreliable and the Jedi came to distrust those with the ability. Seers hid their visions or left the Order forever. In the wake of the Temple's destruction a power struggle has emerged between Darth Vader, the Dark Lord of the Sith, and Zhanna, the Emperor's Hand. Each seek to eliminate the last of the Jedi and gain the Emperor's favor. Caught between them is one woman who cannot deny the truth of her visions as all race to possess an ancient Jedi secret.","2002-09-04",,,"5","film","false"
"2020-01-01 13:30:00+00","2020-06-02 20:28:58+00","9bdcc31a-8744-4e17-a6e1-c4889d8f5251","Lego Star Wars II: The Original Trilogy","Play the original trilogy of star wars A New Hope,The Empire Strikes Back, and Return Of The Jedi. All in LEGO!!!!!!!!!","2006-09-07",,,"8.4","film","false"
"2020-01-01 13:30:00+00","2020-04-24 03:50:38+00","7b1fae1a-9217-429b-bf63-53e25359d9ee","Star Watching Dog","A middle-aged divorcee (Toshiyuki Nishida) embarks on a journey across Japan with his dog Happy. Along the way, they have to overcome health issues and financial difficulties.","1984-02-27",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-02-07 11:19:03+00","97b45b6a-fef9-4253-9785-d5635e71a9c4","Oban Star-Racers","Earth, 2082, twenty-five years after the failed invasion of the Crog forces. Young Eva (15) is determined to be reunited with her father, race manager Don Wei, who sent her off to a tough boarding school after the tragic death of the mother, ten years earlier. She escapes from school and secretly joins her dad's famous star-racer team under the alias 'Molly'. But Don Wei doesn't recognize his daughter. He has other troubles on his mind: the President of the Earth Coalition has just put him in charge of a dangerous top-secret mission. Don Wei must lead the Earth to victory in a mysterious and mythical intergalactic competition - The Great Race of Oban. It is said that the outcome of the competition will radically transform the balance of power within our Galaxy. Earth cannot afford to lose - especially not against the Crogs! Before she knows what is happening, 'Molly' takes off for the planet Alwas, the first stage of The Great Race of Oban, with Don Wei, champion pilot Rick Thunderbolt, gunner Jordan and mechanics Stan and Koji. The fate of Molly and her friends, as well as the future of the human race, are now inextricably intertwined.","2012-07-14",,,"8.1","film","false"
"2020-01-01 13:30:00+00","2020-05-31 04:42:35+00","73295dbc-03cb-4d4a-9fc1-7578e030e1a8","Lego Star Wars: The Padawan Menace","Ian,a young boy,Commander Cody and Yoda must go to rescue the secret battle plans.However,when substitute teacher C-3PO and a class of padawans go too,things become more complicated....","2008-03-26",,,"7.2","film","false"
"2020-01-01 13:30:00+00","2020-05-15 20:43:35+00","41d06ba3-ad9c-4720-abe2-3f7f39ca3f56","Star Tours","Groups of visitors are taken on 'Star Tours', a space tour bus set in the Star Wars universe. Thanks to an inexperienced and thoroughly incompetent robot pilot, what is billed as a leisurely tour to the Endor Moon becomes a wild ride as the tour gets caught up in a battle between the Empire and the rebels.","1999-12-08",,,"8","film","false"
"2020-01-01 13:30:00+00","2020-11-14 00:57:43+00","f4b87170-171e-4117-a6fb-c7cbde295aa5","Lego Star Wars: The Complete Saga","In Lego Star Wars: The Complete Saga, you can now experience all 6 episodes at once. Containing the same levels and locations. Only with newer features and improvements. Such as more extras to unlock, more vehicles to build, new playable characters, & a better customizing Lego character feature. Now all Lego & Star Wars fans alike can experience this game more than it's successors.","2002-03-13",,,"8.5","film","false"
"2020-01-01 13:30:00+00","2020-07-30 04:19:15+00","98ba0dbc-4eea-4e68-b7c2-d74343b2c16b","Catch a Christmas Star","With the help of his two precocious kids, a widower reconnects with his high school sweetheart, who just happens to be one of the biggest pop stars on the planet.","1990-10-19",,,"6.3","film","false"
"2020-01-01 13:30:00+00","2020-01-20 15:50:45+00","19a87e14-0ad4-43e1-b296-7add59d51504","Five Star Final","Hinchcliffe, the ruthless publisher of a sleazy New York tabloid, is concerned that the ethical journalistic policies of City Editor Randall have caused a drop in circulation. He pressures the newsman to run more sensational stories including resurrecting the twenty year old Vorhees Murder Case. Although the perpetrator's actions were ultimately judged justifiable, and she has been subsequently living an exemplary life in anonymity, Hunchcliffe insists Randall revisit the story. Randall assigns Isopod, an alcoholic degenerate, to dig up anything lurid that he find. The unprincipled reporter fraudulently insinuates himself into the Vorhees' home masquerading as a minister and gets the expose he sought. Yellow journalism triumphs, and a decent woman's name gets dragged through the mud again... with tragic consequences.","1991-07-05",,,"7.3","film","false"
"2020-01-01 13:30:00+00","2020-04-07 14:51:59+00","38b9a08b-0c86-4da4-8426-0be037d173cb","Star Wars: Jedi Knight - Jedi Academy","You play a young Jedi Academy student who must help stop an evil plot by Dark Jedi to collect and use Dark Side energy for their own ends.","1996-08-10",,,"8.5","film","false"
"2020-01-01 13:30:00+00","2020-07-04 05:28:29+00","345b9b47-d103-4b99-9f73-0b5d1080cb37","Dog Star Man: Part I","From a murky landscape, a wooded mountain emerges. We watch the sun. We see a bearded man climbing up the mountain through the snow. He carries an ax, and he's accompanied by a dog. His labors continue. There is no soundtrack. Images rush past - water, trees, and surfaces too close up to distinguish. He struggles. A fire burns. Nature, in long shots and magnified, is formidable and silent. It's tough going; he carries on. In a capillary, blood flows.","2001-06-18",,,"6.3","film","false"
"2020-01-01 13:30:00+00","2020-02-10 14:07:01+00","55867c60-fe4b-4129-b2e6-44b2dd40c33a","Star Wars: Droids","This series recounts the adventures of C-3P0 and R2-D2 before they met Luke Skywalker as they serve various masters over the years. As it turns out, their lives were no less hectic as they became involved in battles versus gangsters, pirates, the Empire and even Boba Fett on one occasion.","1990-06-25",,,"6.1","film","false"
"2020-01-01 13:30:00+00","2020-11-10 13:12:22+00","501bd809-c0fc-41f0-b8c3-2c9b9d585e30","Lucky Star","Rafael witnesses Marina - a woman with a glass eye - being attacked on the street by Daniel; her long-time acquaintance since the orphanage, where they were both raised as kids. He rescues her from Daniel and brings her to his home, where a relationship between them soon develops. Marina is pregnant, but since Daniel does not want the child, Rafael offers to step in as the father, having his own physical problems, preventing him from having kids. He and Marina stays together as a couple, and as a family. But once everything seems to be settled, Daniel - released from prison - shows up again.","1999-05-05",,,"7.3","film","false"
